"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1012.6","1016.2","22.6","18.2","76","3.4","90","8.2","80","0.0","0.0","--","0.00","--","0","--"
"02","1012.2","1015.7","22.8","18.4","76","3.5","80","9.8","80","0.0","0.0","--","0.00","--","0","--"
"03","1011.9","1015.5","22.5","18.9","80","3.7","90","9.5","90","0.0","0.0","--","0.00","--","0","--"
"04","1011.9","1015.4","22.8","19.0","79","4.1","90","10.5","80","0.0","0.0","--","0.00","--","0","--"
"05","1012.4","1015.9","22.8","18.8","78","3.3","90","9.1","70","0.0","0.0","--","0.00","--","0","--"
"06","1012.9","1016.5","22.6","19.0","80","2.8","90","6.7","80","0.0","0.0","0.0","0.00","--","0","--"
"07","1013.7","1017.3","22.4","19.0","81","2.8","100","7.1","80","0.0","0.0","0.0","0.06","--","0","--"
"08","1014.6","1018.2","22.6","19.0","80","2.0","80","7.5","110","0.0","0.0","0.0","0.17","30.0","0","10.0"
"09","1014.8","1018.4","22.5","19.5","83","2.4","90","6.7","80","T","0.9","0.0","0.26","30.0","1","10.0"
"10","1014.6","1018.2","23.0","19.4","80","3.9","100","8.5","70","T","0.1","0.0","0.85","--","2","--"
"11","1014.2","1017.8","23.2","19.6","80","3.1","90","10.1","80","0.0","0.0","0.0","0.77","30.0","3","10.0"
"12","1014.0","1017.6","23.2","18.7","76","2.9","90","9.2","80","0.0","0.0","0.0","0.71","--","2","--"
"13","1013.0","1016.5","23.4","19.4","78","2.2","90","7.8","100","0.0","0.0","0.0","0.83","--","3","--"
"14","1012.6","1016.1","23.5","19.3","77","2.9","70","7.4","100","T","0.3","0.0","0.55","30.0","2","10.0"
"15","1012.7","1016.2","23.3","18.6","75","2.8","90","8.3","90","T","0.1","0.0","0.46","--","1","--"
"16","1013.1","1016.6","23.3","18.8","76","2.4","110","9.0","80","0.0","0.0","0.0","0.28","--","1","--"
"17","1013.3","1016.8","23.1","18.7","76","2.9","110","8.4","110","0.0","0.0","0.0","0.13","25.0","0","10.0"
"18","1013.7","1017.3","23.0","19.0","78","2.7","100","7.2","100","0.0","0.0","0.0","0.00","--","0","--"
"19","1014.2","1017.8","23.0","19.0","78","3.4","110","9.0","100","0.0","0.0","0.0","0.00","--","0","--"
"20","1014.6","1018.2","23.1","18.9","77","2.5","100","6.9","100","0.0","0.0","--","0.00","--","0","--"
"21","1014.5","1018.1","22.9","18.7","77","1.9","90","7.1","80","0.0","0.0","--","0.00","--","0","--"
"22","1014.5","1018.1","22.9","18.9","78","3.0","110","6.8","120","0.0","0.0","--","0.00","--","0","--"
"23","1014.2","1017.8","23.1","18.4","75","2.3","90","6.2","90","0.0","0.0","--","0.00","--","0","--"
"24","1013.9","1017.5","23.1","18.4","75","2.1","100","6.5","80","0.0","0.0","--","0.00","--","0","--"
